Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2024-06-21 00:00:00-04:00,176.14672706076468,179.97817324324066,175.75860776109087,178.76405334472656,58582700,0.0,0.0,GOOGL
2024-06-24 00:00:00-04:00,179.29148894733464,180.01796551402666,177.80866646743436,178.35601806640625,18298000,0.0,0.0,GOOGL
2024-06-25 00:00:00-04:00,178.75409335482692,183.401578664655,178.5550605403931,183.14283752441406,23235600,0.0,0.0,GOOGL
2024-06-26 00:00:00-04:00,181.74960191456344,183.6205286880091,181.60031590719578,182.9935760498047,19839000,0.0,0.0,GOOGL
2024-06-27 00:00:00-04:00,183.2921233140089,185.15311900334711,183.13290616059194,184.51620483398438,18848900,0.0,0.0,GOOGL
2024-06-28 00:00:00-04:00,183.43144872221652,184.23754149419085,181.08282505826105,181.2718963623047,29156600,0.0,0.0,GOOGL
2024-07-01 00:00:00-04:00,182.1476496079963,182.99355801066486,180.42599382640452,182.10784912109375,16006100,0.0,0.0,GOOGL
2024-07-02 00:00:00-04:00,181.17239104652464,184.675426365642,180.68474773241152,184.34701538085938,17372500,0.0,0.0,GOOGL
2024-07-03 00:00:00-04:00,183.95888453835914,185.1928970502459,183.11297612888922,184.92420959472656,10242100,0.0,0.0,GOOGL
2024-07-05 00:00:00-04:00,184.9640274577535,189.9399240156558,184.90431912869568,189.68118286132812,20967500,0.0,0.0,GOOGL
2024-07-08 00:00:00-04:00,188.98452970854757,189.25323235251997,186.87475460015818,188.1187286376953,21035900,0.0,0.0,GOOGL
2024-07-09 00:00:00-04:00,189.3925599464582,190.43750119218953,187.81022858918996,188.0689697265625,15121400,0.0,0.0,GOOGL
2024-07-10 00:00:00-04:00,188.23816424953293,190.82563658236953,188.11874758917267,190.2583770751953,15952500,0.0,0.0,GOOGL
2024-07-11 00:00:00-04:00,188.93479649413544,189.93992212212828,184.18778697335526,184.67543029785156,25625800,0.0,0.0,GOOGL
2024-07-12 00:00:00-04:00,184.1877569936598,186.20796943238597,183.6006049457052,184.1778106689453,22898400,0.0,0.0,GOOGL
2024-07-15 00:00:00-04:00,184.02854389156028,187.3325462689943,184.02854389156028,185.6307830810547,16474000,0.0,0.0,GOOGL
2024-07-16 00:00:00-04:00,186.4567901173401,187.77041886786637,182.48601933178097,183.0333709716797,18290700,0.0,0.0,GOOGL
2024-07-17 00:00:00-04:00,182.08795064839637,182.6651564421575,179.03274302740357,180.14735412597656,20734100,0.0,0.0,GOOGL
2024-07-18 00:00:00-04:00,181.05295487059834,181.62021433579056,175.61928463310315,176.83340454101562,25315700,0.0,0.0,GOOGL
2024-07-19 00:00:00-04:00,178.0176783122624,179.4208695866071,176.27611453463086,176.80355834960938,18881900,0.0,0.0,GOOGL
2024-07-22 00:00:00-04:00,179.7194245142135,181.81925342559742,179.36115936205027,180.79421997070312,24100300,0.0,0.0,GOOGL
2024-07-23 00:00:00-04:00,181.17237630553336,182.72485342711246,180.66482519524286,180.9136199951172,36352700,0.0,0.0,GOOGL
2024-07-24 00:00:00-04:00,172.76313091278035,175.34064163083764,170.99171299042794,171.7978057861328,49585200,0.0,0.0,GOOGL
2024-07-25 00:00:00-04:00,171.68833187653044,172.5839871452518,166.3840245463068,166.4735870361328,44852000,0.0,0.0,GOOGL
2024-07-26 00:00:00-04:00,166.34420184034042,167.2796727440398,163.26910167112166,166.19493103027344,41336900,0.0,0.0,GOOGL
2024-07-29 00:00:00-04:00,168.0161003992439,169.6083779535287,167.1801535443522,168.7127227783203,20293800,0.0,0.0,GOOGL
2024-07-30 00:00:00-04:00,169.41930836517153,170.40452603072677,167.62798281157683,169.46905517578125,18959700,0.0,0.0,GOOGL
2024-07-31 00:00:00-04:00,172.40484468943953,173.40997018336077,169.1904050404806,170.71302795410156,25729100,0.0,0.0,GOOGL
2024-08-01 00:00:00-04:00,169.42927737353662,173.21096178514637,168.06588657934952,169.9368133544922,24531400,0.0,0.0,GOOGL
2024-08-02 00:00:00-04:00,165.63765722357576,167.69767062876582,163.87618548201314,165.85659790039062,29130100,0.0,0.0,GOOGL
2024-08-05 00:00:00-04:00,154.75037751729297,163.6373211687644,154.18311804069828,158.4822998046875,53630700,0.0,0.0,GOOGL
2024-08-06 00:00:00-04:00,158.5619114256832,159.79593916003876,155.65598984339135,157.52691650390625,49004600,0.0,0.0,GOOGL
2024-08-07 00:00:00-04:00,160.47267480116724,162.1943308743008,157.70607734344478,158.17381286621094,25138600,0.0,0.0,GOOGL
2024-08-08 00:00:00-04:00,159.73620945801972,162.9008872407048,159.43766784333874,161.24888610839844,25578800,0.0,0.0,GOOGL
2024-08-09 00:00:00-04:00,159.23862184827473,163.000398092681,158.29320462440444,162.8809814453125,28602300,0.0,0.0,GOOGL
2024-08-12 00:00:00-04:00,163.55772680166666,164.1050632777601,161.0598169977751,161.5076446533203,15895300,0.0,0.0,GOOGL
2024-08-13 00:00:00-04:00,162.6222374229294,163.9358660763168,162.1843561433904,163.36862182617188,18551700,0.0,0.0,GOOGL
2024-08-14 00:00:00-04:00,161.61709054467406,162.43314475000878,156.94971300998307,159.5968780517578,40591100,0.0,0.0,GOOGL
2024-08-15 00:00:00-04:00,159.72628391166478,160.86078775073088,158.84057490735202,160.52243041992188,31524300,0.0,0.0,GOOGL
2024-08-16 00:00:00-04:00,160.69158549485795,164.26427515296893,160.35322821372176,162.17440795898438,24208600,0.0,0.0,GOOGL
2024-08-19 00:00:00-04:00,164.48323275862353,165.88643920984657,163.4681456252674,165.8665313720703,22416200,0.0,0.0,GOOGL
2024-08-20 00:00:00-04:00,166.09542022279516,167.82703768322662,166.01581924125838,166.3740692138672,18341500,0.0,0.0,GOOGL
2024-08-21 00:00:00-04:00,164.35385368177072,166.04567062308269,163.87617187439943,165.0504913330078,22902000,0.0,0.0,GOOGL
2024-08-22 00:00:00-04:00,166.45367234576213,166.78208331350032,162.52271742896883,163.01036071777344,22493300,0.0,0.0,GOOGL
2024-08-23 00:00:00-04:00,163.92593892372628,165.37889222824714,163.04022993569524,164.82159423828125,13955700,0.0,0.0,GOOGL
2024-08-26 00:00:00-04:00,165.57793418764655,166.74229212809584,163.6671917839428,165.35899353027344,14190400,0.0,0.0,GOOGL
2024-08-27 00:00:00-04:00,165.0405199503333,165.63763356275666,163.66718293812755,163.8861083984375,11821900,0.0,0.0,GOOGL
2024-08-28 00:00:00-04:00,164.24437113378522,164.80168425036075,160.75129755216656,162.06494140625,16407400,0.0,0.0,GOOGL
2024-08-29 00:00:00-04:00,163.5179092393471,165.16991053075353,159.47748368909194,161.00010681152344,19699800,0.0,0.0,GOOGL
2024-08-30 00:00:00-04:00,161.83604601344157,162.8710409450861,160.91053659277384,162.59239196777344,22123800,0.0,0.0,GOOGL
2024-09-03 00:00:00-04:00,160.94037643790392,161.06975458915718,155.72563212525952,156.6013946533203,38945300,0.0,0.0,GOOGL
2024-09-04 00:00:00-04:00,155.90479511888367,158.23351107132694,155.20817263549011,155.69580078125,19353800,0.0,0.0,GOOGL
2024-09-05 00:00:00-04:00,155.54650851343123,158.68131684913237,155.2280438876534,156.4819793701172,18688700,0.0,0.0,GOOGL
2024-09-06 00:00:00-04:00,156.5416920369977,157.06913580100942,149.82423240095397,150.19244384765625,37912100,0.0,0.0,GOOGL
2024-09-09 00:00:00-04:00,151.97617050603606,152.86305467011235,146.70469354986142,148.18948364257812,39260500,0.2,0.0,GOOGL
2024-09-10 00:00:00-04:00,149.9233916452607,150.74052877862417,147.8207764621823,148.13966369628906,31118800,0.0,0.0,GOOGL
2024-09-11 00:00:00-04:00,149.39523999323785,150.9697114154838,147.00364668662948,150.6309051513672,29607700,0.0,0.0,GOOGL
2024-09-12 00:00:00-04:00,153.26167533883327,154.27810941261885,152.11569142274135,154.1485595703125,29695000,0.0,0.0,GOOGL
2024-09-13 00:00:00-04:00,154.88596580869884,157.82565255748864,154.66674982863708,156.90887451171875,29591200,0.0,0.0,GOOGL
2024-09-16 00:00:00-04:00,156.75938477605303,157.69609704284935,156.05187841649794,157.5067596435547,18379800,0.0,0.0,GOOGL
2024-09-17 00:00:00-04:00,158.46340663018495,159.98805014794013,157.82564734959053,158.76235961914062,20715600,0.0,0.0,GOOGL
2024-09-18 00:00:00-04:00,159.30046890342817,159.93822820831775,158.0448845484403,159.25064086914062,23677300,0.0,0.0,GOOGL
2024-09-19 00:00:00-04:00,163.13699125474798,163.21669785914023,160.7752763557002,161.57247924804688,26587700,0.0,0.0,GOOGL
2024-09-20 00:00:00-04:00,162.9277289392049,163.15691965207134,161.49276669183348,163.0174102783203,40896400,0.0,0.0,GOOGL
2024-09-23 00:00:00-04:00,163.77474245440862,164.91075157825534,161.10411517750074,161.2834930419922,24150900,0.0,0.0,GOOGL
2024-09-24 00:00:00-04:00,162.45936971037105,162.6487071151764,160.1275637051896,161.72195434570312,23332100,0.0,0.0,GOOGL
2024-09-25 00:00:00-04:00,160.90482465753527,162.24013074634445,160.73542151540698,160.9247589111328,18869200,0.0,0.0,GOOGL
2024-09-26 00:00:00-04:00,163.06723415838286,163.5056965233955,161.71199375988056,162.16041564941406,20319300,0.0,0.0,GOOGL
2024-09-27 00:00:00-04:00,162.24013520895764,165.1200191151141,162.06077253778713,163.3761444091797,21101300,0.0,0.0,GOOGL
2024-09-30 00:00:00-04:00,162.74835741182983,165.56843851321895,162.6885546502899,165.26950073242188,20413900,0.0,0.0,GOOGL
2024-10-01 00:00:00-04:00,167.10304911832094,168.56790499887933,164.00393422069206,166.40550231933594,28338100,0.0,0.0,GOOGL
2024-10-02 00:00:00-04:00,165.83750220141695,166.93365811188724,164.1534150323221,165.2794647216797,17760200,0.0,0.0,GOOGL
2024-10-03 00:00:00-04:00,163.83454298906406,166.05673338351102,163.3462525916035,165.2794647216797,15073100,0.0,0.0,GOOGL
2024-10-04 00:00:00-04:00,167.47176537085613,167.64116852375787,164.90079388696014,166.4752655029297,19047400,0.0,0.0,GOOGL
2024-10-07 00:00:00-04:00,167.13296079524372,167.8902952287706,162.18035518394854,162.4095458984375,22463100,0.0,0.0,GOOGL
2024-10-08 00:00:00-04:00,163.3661793794842,164.15340752983812,162.29991729663377,163.8046417236328,23072700,0.0,0.0,GOOGL
2024-10-09 00:00:00-04:00,162.8779034608025,164.26303769527678,159.18089739568785,161.29347229003906,31181800,0.0,0.0,GOOGL
2024-10-10 00:00:00-04:00,160.3069086751828,162.49922027250668,159.83855257987992,161.51268005371094,14144100,0.0,0.0,GOOGL
2024-10-11 00:00:00-04:00,161.5625095457594,163.32630315770646,160.67562537530787,162.6686248779297,15344300,0.0,0.0,GOOGL
2024-10-14 00:00:00-04:00,163.0672270976598,165.64815793723565,162.82806167108657,164.3826141357422,19016100,0.0,0.0,GOOGL
2024-10-15 00:00:00-04:00,165.20970620906303,167.0930903489021,164.05377791978614,164.88087463378906,20247200,0.0,0.0,GOOGL
2024-10-16 00:00:00-04:00,163.95410944544957,165.21966843790153,163.16688130069323,164.5819091796875,16406000,0.0,0.0,GOOGL
2024-10-17 00:00:00-04:00,165.1499132702941,165.7876725559894,162.19030754618507,162.35971069335938,21453400,0.0,0.0,GOOGL
2024-10-18 00:00:00-04:00,162.61881648917324,164.13350055160433,162.5092008950753,162.84800720214844,19757700,0.0,0.0,GOOGL
2024-10-21 00:00:00-04:00,162.37965259131107,163.9242304481603,162.05080580588782,163.49574279785156,20946500,0.0,0.0,GOOGL
2024-10-22 00:00:00-04:00,162.40953792060841,165.18978095934807,162.40953792060841,164.56198120117188,16568100,0.0,0.0,GOOGL
2024-10-23 00:00:00-04:00,164.1833163789022,165.23961903467116,161.36321986596107,162.2102508544922,18280500,0.0,0.0,GOOGL
2024-10-24 00:00:00-04:00,162.26005197928703,162.75830184158096,160.44641518195513,162.1504364013672,22412500,0.0,0.0,GOOGL
2024-10-25 00:00:00-04:00,163.09713764873345,165.01041564194605,162.8480126724498,164.69154357910156,19828900,0.0,0.0,GOOGL
2024-10-28 00:00:00-04:00,168.1593374233331,168.1593374233331,163.37613545110455,166.13644409179688,32138600,0.0,0.0,GOOGL
2024-10-29 00:00:00-04:00,167.1429183888465,169.7836521589055,166.5051590823556,169.08609008789062,42169000,0.0,0.0,GOOGL
2024-10-30 00:00:00-04:00,180.04756432112097,181.38288551840023,173.45074095946555,173.84934997558594,68890800,0.0,0.0,GOOGL
2024-10-31 00:00:00-04:00,172.5240116929841,176.20109831225162,170.40146229689762,170.51107788085938,44769000,0.0,0.0,GOOGL
2024-11-01 00:00:00-04:00,169.47472917286686,171.71685373461872,168.28889197179058,170.69044494628906,31796500,0.0,0.0,GOOGL
2024-11-04 00:00:00-05:00,169.33520086207452,170.13240372971748,167.42192310295937,168.6476287841797,21492700,0.0,0.0,GOOGL
2024-11-05 00:00:00-05:00,168.8369615575411,169.9331174699581,168.2490302978724,169.14588928222656,18242100,0.0,0.0,GOOGL
2024-11-06 00:00:00-05:00,173.19167534337777,176.32068423475533,172.8927223501112,175.89218139648438,33695500,0.0,0.0,GOOGL
2024-11-07 00:00:00-05:00,176.78903438230748,180.44618684879632,176.56980320837033,180.11734008789062,25352900,0.0,0.0,GOOGL
2024-11-08 00:00:00-05:00,180.01769126784052,180.2668162295759,177.4566945679988,177.7257537841797,22006200,0.0,0.0,GOOGL
2024-11-11 00:00:00-05:00,177.95494104754144,179.91804692445518,177.84532545828398,179.71875,17450400,0.0,0.0,GOOGL
2024-11-12 00:00:00-05:00,179.19061113228446,181.85126391911678,178.76210828805725,180.9842987060547,25134900,0.0,0.0,GOOGL
2024-11-13 00:00:00-05:00,179.82836251665194,180.32661242196693,177.91506949950764,178.25389099121094,23184000,0.0,0.0,GOOGL
2024-11-14 00:00:00-05:00,177.65598529451515,178.19410370809175,173.70985455339545,174.96543884277344,31007500,0.0,0.0,GOOGL
2024-11-15 00:00:00-05:00,173.12189567442238,173.53046421735348,170.6206867994892,171.88624572753906,32504600,0.0,0.0,GOOGL
2024-11-18 00:00:00-05:00,172.81299215078764,174.82592598867913,172.2948080013009,174.68641662597656,20206600,0.0,0.0,GOOGL
2024-11-19 00:00:00-05:00,173.11195817931116,178.2439264142139,172.95251455123736,177.49655151367188,23434900,0.0,0.0,GOOGL
2024-11-20 00:00:00-05:00,176.7192692543919,177.05807553397884,173.17173243194026,175.36402893066406,18997100,0.0,0.0,GOOGL
2024-11-21 00:00:00-05:00,173.29131700765447,173.52052291993735,163.12702162713185,167.04327392578125,59734400,0.0,0.0,GOOGL
2024-11-22 00:00:00-05:00,165.26950018604143,165.87736568062007,163.32631338500155,164.1833038330078,38604600,0.0,0.0,GOOGL
2024-11-25 00:00:00-05:00,165.5086342618613,168.03975205674786,165.03031865545415,167.06317138671875,33135300,0.0,0.0,GOOGL
2024-11-26 00:00:00-05:00,167.0432706454683,169.2256076965816,166.9934426131079,168.52804565429688,20486700,0.0,0.0,GOOGL
2024-11-27 00:00:00-05:00,168.40847408769383,168.88678975659008,167.4319084954612,168.63766479492188,19266500,0.0,0.0,GOOGL
2024-11-29 00:00:00-05:00,167.9102206974572,168.8369582371453,166.57491457977767,168.358642578125,14257200,0.0,0.0,GOOGL
2024-12-02 00:00:00-05:00,168.17927459129479,171.4776864785432,167.97997767345183,170.88975524902344,23789100,0.0,0.0,GOOGL
2024-12-03 00:00:00-05:00,170.88974897951127,172.0755709190551,170.2519897425835,170.74026489257812,22248700,0.0,0.0,GOOGL
2024-12-04 00:00:00-05:00,170.55092836009592,174.2977772005243,170.46124703071453,173.75965881347656,31615100,0.0,0.0,GOOGL
2024-12-05 00:00:00-05:00,174.7462014339964,175.44374823654522,171.72680832730796,172.0357208251953,21356200,0.0,0.0,GOOGL
2024-12-06 00:00:00-05:00,171.42785295388447,174.4671802710719,171.25844981887792,174.09848022460938,21462400,0.0,0.0,GOOGL
2024-12-09 00:00:00-05:00,173.5497879362236,175.84435207924628,173.2405061666339,174.95645141601562,25389600,0.2,0.0,GOOGL
2024-12-10 00:00:00-05:00,182.41883132056972,185.92054898261972,180.6230728184386,184.7333526611328,54813000,0.0,0.0,GOOGL
2024-12-11 00:00:00-05:00,184.87300649613107,195.14872046831275,184.41409977559144,194.939208984375,67894100,0.0,0.0,GOOGL
2024-12-12 00:00:00-05:00,194.540179555465,194.71974779887603,191.25794424971858,191.50735473632812,34817500,0.0,0.0,GOOGL
2024-12-13 00:00:00-05:00,190.55957180826204,192.27551707580218,189.19280729112407,189.3723907470703,25143500,0.0,0.0,GOOGL
2024-12-16 00:00:00-05:00,192.41518724155435,198.53073692361528,192.16577676803223,196.19625854492188,44934900,0.0,0.0,GOOGL
